,text_id,sent_id,trigger,target,trigger_idx,target_idx,target_surp,pmi,topk_prob,kld,j_preds,ji_preds,is_multitok
0,6,2.0,did,he,1,0,0.7033286690711975,0.02456456422805786,0.02739894390106201,0.057741978618375746,"['he', 'we', 'i', 'they', 'you']","['he', 'we', 'i', 'they', 'you']",False
1,6,2.0,not,he,2,0,0.7033286690711975,0.4051890969276428,0.18835383653640747,0.32437674980108755,"['he', 'we', 'i', 'they', 'you']","['he', 'we', 'i', 'how', 'why']",False
2,6,2.0,not,did,2,1,0.2092607468366623,1.6928067207336426,0.44487833976745605,1.5676516999560168,"['did', 'does', 'could', 'must', 'would']","['did', 'must', 'had', 'seemed', 'needed']",False
3,6,2.0,know,he,3,0,0.7033286690711975,0.47219985723495483,0.15726500749588013,0.24822451482455313,"['he', 'we', 'i', 'they', 'you']","['he', 'we', 'it', 'i', 'they']",False
4,6,2.0,know,did,3,1,0.2092607468366623,0.16905106604099274,0.09072482585906982,0.183866666984583,"['did', 'does', 'could', 'must', 'would']","['did', 'could', 'was', 'had', 'does']",False
5,6,2.0,know,not,3,2,0.023359403014183044,1.0971604585647583,0.4411122798919678,1.0261590028534655,"['not', 'indeed', 'however', 'also', 'well']","['not', 'indeed', 'so', 'know', 'tell']",False
6,6,2.0,that,he,4,0,0.7033286690711975,0.1930716633796692,0.0034314393997192383,0.023032863001203496,"['he', 'we', 'i', 'they', 'you']","['he', 'we', 'i', 'they', 'it']",False
7,6,2.0,that,did,4,1,0.2092607468366623,0.005901947617530823,0.007094323635101318,0.0033689084393950883,"['did', 'does', 'could', 'must', 'would']","['did', 'does', 'could', 'might', 'would']",False
8,6,2.0,that,not,4,2,0.023359403014183044,-0.011136213317513466,-0.001475691795349121,0.00569076534121489,"['not', 'indeed', 'however', 'also', 'well']","['not', 'indeed', 'also', 'however', 'already']",False
9,6,2.0,that,know,4,3,0.7754991054534912,0.1434841752052307,0.09953689575195312,0.17230619966836766,"['know', 'realize', 'notice', 'care', 'think']","['know', 'realize', 'care', 'say', 'think']",False
10,6,2.0,the,he,5,0,0.7033286690711975,0.07435441017150879,-0.01149672269821167,0.008858943699475937,"['he', 'we', 'i', 'they', 'you']","['he', 'we', 'i', 'they', 'you']",False
11,6,2.0,the,did,5,1,0.2092607468366623,0.0021303296089172363,0.0009760856628417969,0.0019136131315898133,"['did', 'does', 'could', 'must', 'would']","['did', 'could', 'does', 'must', 'would']",False
12,6,2.0,the,not,5,2,0.023359403014183044,0.0016238391399383545,0.00021958351135253906,0.0001254445543346196,"['not', 'indeed', 'however', 'also', 'well']","['not', 'indeed', 'however', 'also', 'well']",False
13,6,2.0,the,know,5,3,0.7754991054534912,-0.013926029205322266,-0.002897202968597412,0.01050091562399409,"['know', 'realize', 'notice', 'care', 'think']","['know', 'realize', 'notice', 'care', 'think']",False
14,6,2.0,the,that,5,4,0.1677573174238205,0.03755612671375275,0.01340794563293457,0.012996469916652226,"['that', 'why', 'if', 'where', 'when']","['that', 'why', 'if', 'where', 'what']",False
15,6,2.0,crocodile,he,6,0,0.7033286690711975,-0.08081811666488647,0.0049155354499816895,0.01925271110720459,"['he', 'we', 'i', 'they', 'you']","['he', 'we', 'i', 'they', 'you']",False
16,6,2.0,crocodile,did,6,1,0.2092607468366623,0.005100905895233154,-0.0011287331581115723,0.0011279028428690312,"['did', 'does', 'could', 'must', 'would']","['did', 'does', 'could', 'must', 'would']",False
17,6,2.0,crocodile,not,6,2,0.023359403014183044,-0.0020118262618780136,-0.0004710555076599121,0.0003061223699450788,"['not', 'indeed', 'however', 'also', 'well']","['not', 'indeed', 'however', 'also', 'well']",False
18,6,2.0,crocodile,know,6,3,0.7754991054534912,-0.13041043281555176,-0.026472628116607666,0.03153827808045336,"['know', 'realize', 'notice', 'care', 'think']","['know', 'realize', 'care', 'notice', 'believe']",False
19,6,2.0,crocodile,that,6,4,0.1677573174238205,0.0027812421321868896,0.0073184967041015625,0.010276135346754943,"['that', 'why', 'if', 'where', 'when']","['that', 'why', 'if', 'where', 'when']",False
20,6,2.0,crocodile,the,6,5,0.4046821892261505,1.3167144060134888,0.33802086114883423,0.8277164428872616,"['the', 'a', 'his', 'this', 'another']","['the', 'a', 'his', 'our', 'this']",False
21,6,2.0,was,he,7,0,0.7033286690711975,0.384712278842926,-0.016589879989624023,0.08135358506700362,"['he', 'we', 'i', 'they', 'you']","['he', 'we', 'i', 'they', 'you']",False
22,6,2.0,was,did,7,1,0.2092607468366623,0.30785125494003296,0.022230148315429688,0.13928843379153322,"['did', 'does', 'could', 'must', 'would']","['did', 'does', 'could', 'must', 'would']",False
23,6,2.0,was,not,7,2,0.023359403014183044,0.004415040835738182,0.0015404820442199707,0.0006232335625911132,"['not', 'indeed', 'however', 'also', 'well']","['not', 'indeed', 'however', 'also', 'well']",False
24,6,2.0,was,know,7,3,0.7754991054534912,-0.02945852279663086,-0.0023313164710998535,0.011884936391658716,"['know', 'realize', 'notice', 'care', 'think']","['know', 'realize', 'notice', 'mention', 'care']",False
25,6,2.0,was,that,7,4,0.1677573174238205,0.031170815229415894,0.014958500862121582,0.010366435903958535,"['that', 'why', 'if', 'where', 'when']","['that', 'why', 'if', 'where', 'when']",False
26,6,2.0,was,the,7,5,0.4046821892261505,-0.04094228148460388,0.004865467548370361,0.008724178084640542,"['the', 'a', 'his', 'this', 'another']","['the', 'a', 'his', 'this', 'another']",False
27,6,2.0,was,crocodile,7,6,12.60325813293457,0.8371505737304688,0.0467580109834671,0.4675504552947009,"['world', 'king', 'army', 'lord', 'time']","['others', 'world', 'guards', 'police', 'army']",False
28,6,2.0,waiting,he,8,0,0.7033286690711975,0.86531001329422,-0.016476094722747803,0.2708182060322354,"['he', 'we', 'i', 'they', 'you']","['we', 'he', 'i', 'they', 'you']",False
29,6,2.0,waiting,did,8,1,0.2092607468366623,0.0414956659078598,0.0014430880546569824,0.008670878665345902,"['did', 'does', 'could', 'must', 'would']","['did', 'does', 'could', 'would', 'must']",False
30,6,2.0,waiting,not,8,2,0.023359403014183044,0.0061650630086660385,0.002568960189819336,0.0012333065485699856,"['not', 'indeed', 'however', 'also', 'well']","['not', 'indeed', 'however', 'also', 'already']",False
31,6,2.0,waiting,know,8,3,0.7754991054534912,-0.10154986381530762,0.013737022876739502,0.11013274490436957,"['know', 'realize', 'notice', 'care', 'think']","['know', 'realize', 'believe', 'understand', 'think']",False
32,6,2.0,waiting,that,8,4,0.1677573174238205,0.5720663666725159,0.16948819160461426,0.36766248068513774,"['that', 'why', 'if', 'where', 'when']","['that', 'why', 'what', 'if', 'how']",False
33,6,2.0,waiting,the,8,5,0.4046821892261505,0.08596926927566528,0.024258792400360107,0.020843006998460003,"['the', 'a', 'his', 'this', 'another']","['the', 'a', 'this', 'another', 'his']",False
34,6,2.0,waiting,crocodile,8,6,12.60325813293457,3.8524303436279297,-0.03567168116569519,1.6476409826205902,"['world', 'king', 'army', 'lord', 'time']","['world', 'time', 'future', 'clock', 'war']",False
35,6,2.0,waiting,was,8,7,0.06735062599182129,1.899469017982483,0.6638088822364807,1.835002339741753,"['was', 'is', 'were', 'stood', 'had']","['was', 'waited', 'came', 'had', 'cared']",False
36,6,2.0,for,he,9,0,0.7033286690711975,0.3007737994194031,-0.010120093822479248,0.0525728281102525,"['he', 'we', 'i', 'they', 'you']","['he', 'we', 'i', 'they', 'you']",False
37,6,2.0,for,did,9,1,0.2092607468366623,-0.021171510219573975,-0.0030308961868286133,0.0031921449541542834,"['did', 'does', 'could', 'must', 'would']","['did', 'could', 'does', 'would', 'must']",False
38,6,2.0,for,not,9,2,0.023359403014183044,-0.0007200427353382111,0.00022238492965698242,0.0001077777702478824,"['not', 'indeed', 'however', 'also', 'well']","['not', 'indeed', 'however', 'also', 'well']",False
39,6,2.0,for,know,9,3,0.7754991054534912,0.022001266479492188,0.011722564697265625,0.006447207521961434,"['know', 'realize', 'notice', 'care', 'think']","['know', 'realize', 'notice', 'care', 'believe']",False
40,6,2.0,for,that,9,4,0.1677573174238205,0.028018876910209656,0.004403054714202881,0.0034096594648050636,"['that', 'why', 'if', 'where', 'when']","['that', 'why', 'if', 'where', 'what']",False
41,6,2.0,for,the,9,5,0.4046821892261505,-0.030985981225967407,0.003342151641845703,0.0031582696552367165,"['the', 'a', 'his', 'this', 'another']","['the', 'a', 'his', 'this', 'another']",False
42,6,2.0,for,crocodile,9,6,12.60325813293457,0.31766414642333984,-0.010258466005325317,0.0655985776172428,"['world', 'king', 'army', 'lord', 'time']","['world', 'king', 'emperor', 'lord', 'army']",False
43,6,2.0,for,was,9,7,0.06735062599182129,0.00244218111038208,0.0012336373329162598,0.0008986476492665258,"['was', 'is', 'were', 'stood', 'had']","['was', 'is', 'were', 'stood', 'had']",False
44,6,2.0,for,waiting,9,8,0.35291141271591187,6.067431926727295,0.8679450154304504,5.001340697123289,"['waiting', 'coming', 'looking', 'searching', 'working']","['not', 'still', 'coming', 'really', 'there']",False
45,6,2.0,him,he,10,0,0.7033286690711975,3.399712085723877,-0.051223158836364746,1.818863222148473,"['he', 'we', 'i', 'they', 'you']","['we', 'he', 'i', 'they', 'you']",False
46,6,2.0,him,did,10,1,0.2092607468366623,-0.0267438143491745,-0.005621910095214844,0.0025348712664754916,"['did', 'does', 'could', 'must', 'would']","['did', 'does', 'could', 'must', 'would']",False
47,6,2.0,him,not,10,2,0.023359403014183044,0.01632944494485855,0.00392758846282959,0.004468468966835468,"['not', 'indeed', 'however', 'also', 'well']","['not', 'indeed', 'also', 'however', 'well']",False
48,6,2.0,him,know,10,3,0.7754991054534912,-0.13499438762664795,-0.01137697696685791,0.039071602329345055,"['know', 'realize', 'notice', 'care', 'think']","['know', 'realize', 'notice', 'believe', 'understand']",False
49,6,2.0,him,that,10,4,0.1677573174238205,1.2600723505020142,0.4979925751686096,1.0851449462491134,"['that', 'why', 'if', 'where', 'when']","['what', 'that', 'if', 'where', 'why']",False
50,6,2.0,him,the,10,5,0.4046821892261505,-0.045228004455566406,0.009260475635528564,0.013662787568981916,"['the', 'a', 'his', 'this', 'another']","['the', 'a', 'his', 'this', 'our']",False
51,6,2.0,him,crocodile,10,6,12.60325813293457,0.3237924575805664,-0.0043021440505981445,0.07515131535494331,"['world', 'king', 'army', 'lord', 'time']","['king', 'time', 'world', 'train', 'lord']",False
52,6,2.0,him,was,10,7,0.06735062599182129,0.02976027876138687,0.0012912154197692871,0.005958121274412478,"['was', 'is', 'were', 'stood', 'had']","['was', 'is', 'were', 'had', 'kept']",False
53,6,2.0,him,waiting,10,8,0.35291141271591187,1.0745303630828857,0.35068827867507935,0.6542987746056387,"['waiting', 'coming', 'looking', 'searching', 'working']","['waiting', 'looking', 'coming', 'going', 'searching']",False
54,6,2.0,him,for,10,9,0.08506748080253601,6.086576461791992,0.9773147702217102,5.9840594863204,"['for', 'on', 'upon', 'with', 'behind']","[',', 'there', 'outside', 'here', 'for']",False
55,6,2.0,for,he,11,0,0.7033286690711975,-0.002190887928009033,0.01594829559326172,0.006690442557170068,"['he', 'we', 'i', 'they', 'you']","['he', 'we', 'i', 'they', 'you']",False
56,6,2.0,for,did,11,1,0.2092607468366623,0.01773098111152649,0.006702899932861328,0.0029663164663855882,"['did', 'does', 'could', 'must', 'would']","['did', 'does', 'could', 'would', 'must']",False
57,6,2.0,for,not,11,2,0.023359403014183044,0.017890986055135727,0.0051038265228271484,0.004986146156998825,"['not', 'indeed', 'however', 'also', 'well']","['not', 'indeed', 'however', 'also', 'already']",False
58,6,2.0,for,know,11,3,0.7754991054534912,0.13888955116271973,0.04709303379058838,0.031788066441217705,"['know', 'realize', 'notice', 'care', 'think']","['know', 'realize', 'notice', 'mention', 'care']",False
59,6,2.0,for,that,11,4,0.1677573174238205,0.00539030134677887,-0.00280076265335083,0.001925961075633666,"['that', 'why', 'if', 'where', 'when']","['that', 'why', 'if', 'where', 'when']",False
60,6,2.0,for,the,11,5,0.4046821892261505,0.037780165672302246,-0.00017440319061279297,0.002317361333803403,"['the', 'a', 'his', 'this', 'another']","['the', 'a', 'his', 'this', 'another']",False
61,6,2.0,for,crocodile,11,6,12.60325813293457,-0.08739948272705078,0.010594740509986877,0.04095395787135588,"['world', 'king', 'army', 'lord', 'time']","['world', 'king', 'army', 'emperor', 'lord']",False
62,6,2.0,for,was,11,7,0.06735062599182129,0.007068224251270294,-0.0002512931823730469,0.00114509285516419,"['was', 'is', 'were', 'stood', 'had']","['was', 'is', 'were', 'had', 'stood']",False
63,6,2.0,for,waiting,11,8,0.35291141271591187,0.10745489597320557,0.0037944912910461426,0.015361485617877787,"['waiting', 'coming', 'looking', 'searching', 'working']","['waiting', 'coming', 'looking', 'searching', 'working']",False
64,6,2.0,for,for,11,9,0.08506748080253601,-0.011343836784362793,-0.0010454654693603516,0.0009804954699170127,"['for', 'on', 'upon', 'with', 'behind']","['for', 'on', 'upon', 'with', 'behind']",False
65,6,2.0,for,him,11,10,0.7379795908927917,-0.22824913263320923,0.0017772912979125977,0.04669658220478579,"['him', 'us', 'them', 'me', 'you']","['him', 'us', 'them', 'me', 'you']",False
66,6,2.0,we,he,12,0,0.7033286690711975,-0.2705359160900116,0.029948830604553223,0.24130987477007979,"['he', 'we', 'i', 'they', 'you']","['he', 'we', 'i', 'they', 'you']",False
67,6,2.0,we,did,12,1,0.2092607468366623,0.012579172849655151,0.0013559460639953613,0.004735641033695387,"['did', 'does', 'could', 'must', 'would']","['did', 'does', 'could', 'must', 'would']",False
68,6,2.0,we,not,12,2,0.023359403014183044,0.00952676311135292,0.00455927848815918,0.0031639760195179127,"['not', 'indeed', 'however', 'also', 'well']","['not', 'indeed', 'however', 'also', 'well']",False
69,6,2.0,we,know,12,3,0.7754991054534912,-0.017193138599395752,-0.0052834153175354,0.03576486919964573,"['know', 'realize', 'notice', 'care', 'think']","['know', 'realize', 'care', 'notice', 'believe']",False
70,6,2.0,we,that,12,4,0.1677573174238205,3.1777069568634033,0.8081400990486145,2.8608589437338745,"['that', 'why', 'if', 'where', 'when']","['what', 'that', 'who', 'where', 'why']",False
71,6,2.0,we,the,12,5,0.4046821892261505,0.03015342354774475,0.008153021335601807,0.004894092885025466,"['the', 'a', 'his', 'this', 'another']","['the', 'a', 'this', 'his', 'another']",False
72,6,2.0,we,crocodile,12,6,12.60325813293457,0.48517417907714844,0.018750987946987152,0.07272460682712369,"['world', 'king', 'army', 'lord', 'time']","['world', 'future', 'king', 'army', 'lord']",False
73,6,2.0,we,was,12,7,0.06735062599182129,0.21566730737686157,0.07493066787719727,0.14673288209034563,"['was', 'is', 'were', 'stood', 'had']","['was', 'is', '##s', 'were', ',']",False
74,6,2.0,we,waiting,12,8,0.35291141271591187,0.02734088897705078,0.011100351810455322,0.0037821744102124713,"['waiting', 'coming', 'looking', 'searching', 'working']","['waiting', 'coming', 'looking', 'searching', 'working']",False
75,6,2.0,we,for,12,9,0.08506748080253601,0.1888391077518463,0.005433022975921631,0.09054187945702086,"['for', 'on', 'upon', 'with', 'behind']","['for', 'on', 'upon', 'with', 'behind']",False
76,6,2.0,we,him,12,10,0.7379795908927917,0.2904748320579529,0.007801532745361328,0.039585806487855944,"['him', 'us', 'them', 'me', 'you']","['him', 'us', 'them', 'me', 'it']",False
