,text_id,sent_id,trigger_idx,trigger,trigger_len,trigger_freq,trigger_surp,target_idx,target,target_len,target_freq,target_surp,ji_surp,j_surp,pmi,e_pmi,e_ppmi,e_npmi,e_pmi_i,e_ppmi_i,e_npmi_i,is_multitok,top_j_preds,top_ji_preds,mask_type
0,11,1,1,страны,6,5.44,11.185435526589677,0,Все,3,6.58,0.0,22.03964614868164,20.57244873046875,1.4671974182128906,1.9110053944709222,2.122298581026105,0.2112931865551828,1.7242245657875666,1.9661470046664231,0.24192243887885653,False,"[',', 'и', ')', '""', '[UNK]']","['свободы', ',', 'де', '##ца', 'на']",mask
1,11,1,2,требуют,7,4.42,11.381023804542089,0,Все,3,6.58,0.0,20.57244873046875,19.728694915771484,0.8437538146972656,0.38982391223574964,0.5933175567222936,0.20349364448654406,0.26897587520451854,0.5084150087900415,0.2394391335855231,False,"[',', 'и', 'силы', ')', '[UNK]']","[',', 'и', ')', '""', '[UNK]']",mask
2,11,1,2,требуют,7,4.42,11.381023804542089,1,страны,6,5.44,11.185435526589677,12.77068042755127,13.973377227783203,-1.2026968002319336,0.23737746580329594,0.4023095059910617,0.16493204018776572,0.08001979348628506,0.285107008160128,0.205087214673843,False,"[',', 'и', 'силы', ')', 'свободы']","[',', 'и', ')', 'лица', 'тем']",mask
3,11,1,3,регистрационных,15,2.71,17.94331016188321,0,Все,3,6.58,0.0,19.728694915771484,18.83234977722168,0.8963451385498047,0.13337675617189118,0.31989742022021567,0.18652066404832449,0.0026330714583408395,0.24347599077905355,0.2408429193207127,False,"[',', 'и', 'силы', '(', ')']","[',', 'и', 'силы', ')', '[UNK]']",mask
4,11,1,3,регистрационных,15,2.71,17.94331016188321,1,страны,6,5.44,11.185435526589677,13.973377227783203,14.92664623260498,-0.9532690048217773,0.10864400343990402,0.2479387830297544,0.13929477958985043,-0.1161166409989378,0.1521193963097079,0.2682360373086457,False,"[',', 'и', 'силы', 'или', ')']","[',', 'и', 'силы', ')', 'свободы']",mask
5,11,1,3,регистрационных,15,2.71,17.94331016188321,2,требуют,7,4.42,11.381023804542089,20.452802658081055,20.073936462402344,0.37886619567871094,0.23168208277160812,0.44026825065936304,0.2085861678877547,-0.04178418615834592,0.2934824614632649,0.3352666476216108,False,"[',', 'и', 'силы', 'на', 'лица']","[',', 'и', ')', 'была', 'лица']",mask
6,11,1,4,знаков,6,4.31,5.163141034105951,0,Все,3,6.58,0.0,18.83234977722168,18.152130126953125,0.6802196502685547,0.0740788609432903,0.20843485534035477,0.13435599439706442,0.015187938416971497,0.17949660829537434,0.1643086698784029,False,"[',', 'и', 'силы', ':', '(']","[',', 'и', 'силы', '(', ')']",mask
7,11,1,4,знаков,6,4.31,5.163141034105951,1,страны,6,5.44,11.185435526589677,14.92664623260498,14.88937759399414,0.037268638610839844,0.06352560073552904,0.16423175917727711,0.1007061584417481,0.04437869271609593,0.17586955783404087,0.13149086511794503,False,"[',', 'и', 'силы', ')', 'лица']","[',', 'и', 'силы', 'или', ')']",mask
8,11,1,4,знаков,6,4.31,5.163141034105951,2,требуют,7,4.42,11.381023804542089,20.073936462402344,20.70247459411621,-0.6285381317138672,0.08891769011457352,0.23503536928196186,0.14611767916738833,-0.0675569804452019,0.1762501902397263,0.2438071706849282,False,"[',', 'и', ')', 'были', '(']","[',', 'и', 'силы', 'на', 'лица']",mask
9,11,1,4,знаков,6,4.31,5.163141034105951,3,регистрационных,15,2.71,17.94331016188321,17.0081729888916,15.866403579711914,1.1417694091796875,0.1159132649679596,0.2687211252365311,0.15280786026857146,0.1047532227930071,0.2661268509908423,0.16137362819783518,True,"[',', 'и', 'силы', 'лица', 'были']","[',', 'и', 'силы', 'была', 'лица']",mask
10,11,1,5,для,3,6.67,1.9844421947855881,0,Все,3,6.58,0.0,18.152130126953125,18.009580612182617,0.1425495147705078,0.1330247101509971,0.26694160736296707,0.13391689721197003,-0.03253498718722428,0.14691350239001857,0.17944848957724283,False,"[',', 'и', '""', ')', ':']","[',', 'и', 'силы', ':', '(']",mask
11,11,1,5,для,3,6.67,1.9844421947855881,1,страны,6,5.44,11.185435526589677,14.88937759399414,15.229960441589355,-0.34058284759521484,0.10506408565786486,0.23099475483572238,0.1259306691778575,0.046380458659326426,0.1926189004596196,0.1462384418002931,False,"[',', 'и', ')', '""', '(']","[',', 'и', 'силы', ')', 'лица']",mask
12,11,1,5,для,3,6.67,1.9844421947855881,2,требуют,7,4.42,11.381023804542089,20.70247459411621,21.16990089416504,-0.4674263000488281,0.16595236465686622,0.3464810139336912,0.18052864927682505,-0.11545024232170663,0.17182207884259199,0.2872723211642987,False,"[',', 'и', 'были', ')', '(']","[',', 'и', ')', 'были', '(']",mask
13,11,1,5,для,3,6.67,1.9844421947855881,3,регистрационных,15,2.71,17.94331016188321,15.866403579711914,15.989485740661621,-0.12308216094970703,0.18833059817794842,0.3439648936115909,0.1556342954336424,0.05316305105893026,0.2567680639972357,0.20360501293830538,True,"[',', 'и', '""', '(', ':']","[',', 'и', 'силы', 'лица', 'были']",mask
14,11,1,5,для,3,6.67,1.9844421947855881,4,знаков,6,4.31,5.163141034105951,17.68548011779785,15.7706880569458,1.9147920608520508,0.21570774142697233,0.3917241261930522,0.17601638476607992,0.004846513370464739,0.2439838829626371,0.23913736959217238,False,"[',', 'и', '""', ')', '(']","[',', 'и', 'силы', ')', 'лица']",mask
15,11,1,6,таких,5,5.38,10.450929113376,0,Все,3,6.58,0.0,18.009580612182617,16.831863403320312,1.1777172088623047,0.11861398719298195,0.2684039206810661,0.1497899334880842,-0.014632763015817984,0.19325892047762003,0.207891683493438,False,"[',', 'и', '""', ')', ':']","[',', 'и', '""', ')', ':']",mask
16,11,1,6,таких,5,5.38,10.450929113376,1,страны,6,5.44,11.185435526589677,15.229960441589355,14.621935844421387,0.6080245971679688,0.17432421569742818,0.33154444318234944,0.15722022748492126,-0.12402178095847975,0.18194852811060777,0.30597030906908745,False,"[',', 'и', '""', 'было', ')']","[',', 'и', ')', '""', '(']",mask
17,11,1,6,таких,5,5.38,10.450929113376,2,требуют,7,4.42,11.381023804542089,21.16990089416504,20.217517852783203,0.9523830413818359,0.17848996957844773,0.36867032879257455,0.19018035921412677,-0.23813598614698844,0.1307365389325388,0.36887252507952717,False,"[',', 'и', 'были', 'было', ')']","[',', 'и', 'были', ')', '(']",mask
18,11,1,6,таких,5,5.38,10.450929113376,3,регистрационных,15,2.71,17.94331016188321,15.989485740661621,16.734966278076172,-0.7454805374145508,0.10292518748065757,0.24274709949993184,0.13982191201927427,-0.08299827776010059,0.18612096065272016,0.26911923841282065,True,"[',', 'и', '""', 'были', '(']","[',', 'и', '""', '(', ':']",mask
19,11,1,6,таких,5,5.38,10.450929113376,4,знаков,6,4.31,5.163141034105951,15.7706880569458,13.668471336364746,2.1022167205810547,0.23571839796707944,0.45702419854036597,0.2213058005732865,-0.26635106841442074,0.15951182158281055,0.4258628899972313,False,"[',', 'и', '""', 'дня', 'видео']","[',', 'и', '""', ')', '(']",mask
20,11,1,6,таких,5,5.38,10.450929113376,5,для,3,6.67,1.9844421947855881,16.412586212158203,14.930923461914062,1.4816627502441406,0.29599762023071374,0.4647785530942804,0.16878093286356669,-0.5272042265511551,0.25660423387910997,0.7838084604302652,False,"[',', 'и', '(', ':', '""']","[',', 'и', '(', ')', '""']",mask
21,11,1,7,наземных,8,3.67,11.098623931542654,0,Все,3,6.58,0.0,16.831863403320312,13.860001564025879,2.9718618392944336,0.6575396725503582,0.9822804308744068,0.32474075832404864,-0.6586057856291655,0.2671006806012522,0.925706466230418,False,"[',', '""', 'и', 'в', '##чицы']","[',', 'и', '""', ')', ':']",mask
22,11,1,7,наземных,8,3.67,11.098623931542654,1,страны,6,5.44,11.185435526589677,14.621935844421387,13.1848726272583,1.437063217163086,0.7725113154426849,1.1048884348873071,0.33237711944462256,-0.3244587840986975,0.37397677105073046,0.6984355551494278,False,"[',', 'и', '""', 'не', 'видео']","[',', 'и', '""', 'было', ')']",mask
23,11,1,7,наземных,8,3.67,11.098623931542654,2,требуют,7,4.42,11.381023804542089,20.217517852783203,16.6904296875,3.527088165283203,0.7026270631313888,1.0301116769133998,0.3274846137820112,-0.7531104774188414,0.1694362637948272,0.9225467412136685,False,"['и', 'были', ',', '-', 'появились']","[',', 'и', 'были', 'было', ')']",mask
24,11,1,7,наземных,8,3.67,11.098623931542654,3,регистрационных,15,2.71,17.94331016188321,16.734966278076172,13.160307884216309,3.5746583938598633,1.0090063387082189,1.31147390362738,0.3024675649191616,-0.4863615100696565,0.4033339572128115,0.8896954672824677,True,"['и', 'видео', ',', '""', '-']","[',', 'и', '""', 'были', '(']",mask
25,11,1,7,наземных,8,3.67,11.098623931542654,4,знаков,6,4.31,5.163141034105951,13.668471336364746,7.849248886108398,5.819222450256348,1.312975209574129,1.6256159634084077,0.31264075383427914,-1.4693975666446946,0.2320859128356448,1.7014834794803397,False,"['видео', 'сообщения', 'сообщений', 'информации', 'и']","[',', 'и', '""', 'дня', 'видео']",mask
26,11,1,7,наземных,8,3.67,11.098623931542654,5,для,3,6.67,1.9844421947855881,14.930923461914062,11.086483001708984,3.844440460205078,1.0580675858896682,1.3903224452283007,0.332254859338633,-0.12122548805763111,0.609049461665994,0.730274949723625,False,"[',', 'и', 'в', '-', 'видео']","[',', 'и', '(', ':', '""']",mask
27,11,1,7,наземных,8,3.67,11.098623931542654,6,таких,5,5.38,10.450929113376,19.387792587280273,16.98738670349121,2.4004058837890625,0.4531982077696208,0.7495435882723406,0.2963453805027198,-0.269138616274148,0.33014137231721746,0.5992799885913656,False,"[',', '""', 'и', '-', 'видео']","[',', 'и', '""', ')', '(']",mask
28,11,1,8,транспортных,12,4.23,2.6244799284664513,0,Все,3,6.58,0.0,13.860001564025879,10.223095893859863,3.6369056701660156,0.8516092952197595,1.1897391006982234,0.3381298054784637,-0.7574896930184262,0.2959569254766296,1.0534466184950553,False,"[',', 'и', 'что', '""', 'Голос']","[',', '""', 'и', 'в', '##чицы']",mask
29,11,1,8,транспортных,12,4.23,2.6244799284664513,1,страны,6,5.44,11.185435526589677,13.1848726272583,11.49435806274414,1.6905145645141602,1.4158558061761242,1.727731333501057,0.311875527324933,-0.8528990034237348,0.36595738677247197,1.2188563901962066,False,"['процедуры', 'они', 'участники', 'что', 'лица']","[',', 'и', '""', 'не', 'видео']",mask
30,11,1,8,транспортных,12,4.23,2.6244799284664513,2,требуют,7,4.42,11.381023804542089,16.6904296875,12.985808372497559,3.7046213150024414,0.4542208145190814,0.7212699730136524,0.267049158494571,0.31915157970647284,0.6227662548870249,0.3036146751805517,False,"['и', '-', ',', 'слова', 'появились']","['и', 'были', ',', '-', 'появились']",mask
31,11,1,8,транспортных,12,4.23,2.6244799284664513,3,регистрационных,15,2.71,17.94331016188321,13.160307884216309,9.044291496276855,4.116016387939453,1.2490906907952068,1.5977311513529942,0.34864046055778686,-0.012865273411583103,0.6971031452435233,0.7099684186551061,True,"['и', 'видео', 'слова', 'много', '""']","['и', 'видео', ',', '""', '-']",mask
32,11,1,8,транспортных,12,4.23,2.6244799284664513,4,знаков,6,4.31,5.163141034105951,7.849248886108398,3.7503721714019775,4.098876714706421,1.5278178197834018,1.8460343578382155,0.3182165380548135,-0.29778137713991515,0.6485310196734566,0.9463123968133715,False,"['документов', 'знаков', 'средств', 'имен', 'оснований']","['видео', 'сообщения', 'сообщений', 'информации', 'и']",mask
33,11,1,8,транспортных,12,4.23,2.6244799284664513,5,для,3,6.67,1.9844421947855881,11.086483001708984,7.208033084869385,3.8784499168395996,0.7689785876697928,1.104953475727149,0.33597488805735626,-0.21434669062654302,0.43910256396164365,0.6534492545881867,False,"[',', 'в', 'и', 'на', '-']","[',', 'и', 'в', '-', 'видео']",mask
34,11,1,8,транспортных,12,4.23,2.6244799284664513,6,таких,5,5.38,10.450929113376,16.98738670349121,8.967470169067383,8.019916534423828,2.101445125208456,2.4402880130877365,0.3388428878792797,0.690796712646447,1.381001622638209,0.690204909991762,False,"['всех', 'регистрации', 'и', 'движения', 'обнаружения']","[',', '""', 'и', '-', 'видео']",mask
35,11,1,8,транспортных,12,4.23,2.6244799284664513,7,наземных,8,3.67,11.098623931542654,22.126808166503906,17.49944305419922,4.6273651123046875,3.92548254556196,4.1987354061925775,0.2732528606306167,0.14155523155361036,1.1394144559702035,0.9978592244165934,False,"['вот', 'много', 'же', '""', 'и']","[',', 'и', '""', 'были', 'было']",mask
