,text_id,sent_id,trigger_idx,trigger,trigger_len,trigger_freq,trigger_surp,target_idx,target,target_len,target_freq,target_surp,ji_surp,j_surp,pmi,e_pmi,e_ppmi,e_npmi,e_pmi_i,e_ppmi_i,e_npmi_i,is_multitok,top_j_preds,top_ji_preds,mask_type
0,2,8,1,Doping-,7,3.65,18.09576561612183,0,Anti-,5,4.53,0.8368005731437829,15.598248481750488,13.34964656829834,2.2486019134521484,0.8695069548781896,1.1514300763800431,0.28192312150185345,-1.52926835129698,0.16306315841940688,1.692331509716387,True,"['Die', '[unused_punctuation3]', 'die', '[unused_punctuation2]', '[unused_punctuation13]']","['die', '##a', 'in', 'Richter', '##i']",mask
1,2,8,2,Behörden,8,4.61,12.341556410425657,0,Anti-,5,4.53,0.8368005731437829,13.34964656829834,12.18303108215332,1.1666154861450195,0.36506115087531243,0.627695478274882,0.2626343273995697,-0.4509250963097461,0.19859435353266977,0.6495194498424158,True,"['[unused_punctuation13]', 'Die', '[unused_punctuation2]', '[unused_punctuation3]', 'Mehr']","['Die', '[unused_punctuation3]', 'die', '[unused_punctuation2]', '[unused_punctuation13]']",mask
2,2,8,2,Behörden,8,4.61,12.341556410425657,1,Doping-,7,3.65,18.09576561612183,17.401824951171875,14.520061492919922,2.881763458251953,2.560789494800558,2.854964888634224,0.29417539383366603,-1.5925148504918205,0.34024146367870645,1.9327563141705273,True,"['##s', '##e', '##liche', 'Hamburger', '[unused_punctuation2]']","['##a', '##s', '##d', '##n', '##t']",mask
3,2,8,3,haben,5,6.45,5.371879349180255,0,Anti-,5,4.53,0.8368005731437829,12.18303108215332,12.472158432006836,-0.2891273498535156,0.37657993879688956,0.6361327496599106,0.259552810863021,-0.7534708357165092,0.1670285466530595,0.9204993823695687,True,"['[unused_punctuation2]', '[unused_punctuation3]', 'Die', '[unused_punctuation1]', '[unused_punctuation6]']","['[unused_punctuation13]', 'Die', '[unused_punctuation2]', '[unused_punctuation3]', 'Mehr']",mask
4,2,8,3,haben,5,6.45,5.371879349180255,1,Doping-,7,3.65,18.09576561612183,14.520061492919922,16.78189468383789,-2.2618331909179688,1.2304857894064796,1.523286510270701,0.29280072086422165,-3.2299646350318567,0.026380793191067307,3.2563454282229234,True,"['##s', '##ische', 'Hamburger', '[unused_punctuation2]', 'Berliner']","['##s', '##e', '##liche', 'Hamburger', '[unused_punctuation2]']",mask
5,2,8,3,haben,5,6.45,5.371879349180255,2,Behörden,8,4.61,12.341556410425657,17.46415901184082,15.005291938781738,2.458867073059082,2.411381204307009,2.6771832816891714,0.2658020773821619,-1.5122900657816267,0.44974193146157027,1.962031997243197,False,"['##s', '##er', 'Sie', 'die', '##innen']","['##a', '##s', '##an', '[unused_punctuation2]', '##in']",mask
6,2,8,4,wiederholt,10,4.39,9.282622179519322,0,Anti-,5,4.53,0.8368005731437829,12.472158432006836,10.278300285339355,2.1938581466674805,0.40703272077895947,0.6538644162528072,0.2468316954738478,-0.994962723347073,0.11275537868268765,1.1077181020297608,True,"['[unused_punctuation2]', '[unused_punctuation3]', 'Die', 'Deutsche', '[unused_punctuation6]']","['[unused_punctuation2]', '[unused_punctuation3]', 'Die', '[unused_punctuation1]', '[unused_punctuation6]']",mask
7,2,8,4,wiederholt,10,4.39,9.282622179519322,1,Doping-,7,3.65,18.09576561612183,16.78189468383789,16.52323341369629,0.25866127014160156,0.2628818308751631,0.49095347433782355,0.2280716434626604,-0.6718869114742907,0.08457800647663297,0.7564649179509239,True,"['##ische', '##s', '[unused_punctuation2]', 'amerikanische', '##ikale']","['##s', '##ische', 'Hamburger', '[unused_punctuation2]', 'Berliner']",mask
8,2,8,4,wiederholt,10,4.39,9.282622179519322,2,Behörden,8,4.61,12.341556410425657,15.005291938781738,15.156954765319824,-0.15166282653808594,0.6193338978117959,0.8879492348181198,0.2686153370063239,-1.9041096671403972,0.04053612292015552,1.9446457900605527,False,"['##s', '##innen', '##ler', '##er', '##liche']","['##s', '##er', 'Sie', 'die', '##innen']",mask
9,2,8,4,wiederholt,10,4.39,9.282622179519322,3,haben,5,6.45,5.371879349180255,11.892594337463379,5.760562896728516,6.132031440734863,3.470072070362389,3.7376427704878985,0.2675707001255101,-2.149021448264714,0.3461649483842649,2.4951863966489785,False,"['müssen', 'fordern', 'sprechen', 'haben', 'sollen']","['wie', 'von', '[unused_punctuation1]', '[unused_punctuation2]', 'der']",mask
