,text_id,sent_id,trigger_idx,trigger,trigger_len,trigger_freq,trigger_surp,target_idx,target,target_len,target_freq,target_surp,ji_surp,j_surp,pmi,e_pmi,e_ppmi,e_npmi,e_pmi_i,e_ppmi_i,e_npmi_i,is_multitok,top_j_preds,top_ji_preds,mask_type
0,7,2,1,процесс,7,5.03,7.487205656426611,0,Этот,4,5.95,5.558008091512435,23.992660522460938,23.65489959716797,0.33776092529296875,0.0942177495537763,0.24432549947962576,0.1501077499258495,0.03893406748781113,0.22597069391808422,0.18703662643027308,False,"[',', 'и', ')', 'лица', 'силы']","[',', 'и', ')', '(', '""']",mask
1,7,2,2,влияет,6,4.33,11.536058024950824,0,Этот,4,5.95,5.558008091512435,23.65489959716797,22.67420768737793,0.9806919097900391,0.15995938304904483,0.2975350410395602,0.13757565799051524,-0.10255318659490845,0.19239853595045053,0.294951722545359,False,"[',', 'и', 'силы', ')', 'лица']","[',', 'и', ')', 'лица', 'силы']",mask
2,7,2,2,влияет,6,4.33,11.536058024950824,1,процесс,7,5.03,7.487205656426611,11.957489967346191,9.438132286071777,2.519357681274414,0.205421523398852,0.36269321511557717,0.15727169171672514,-0.04021789772636998,0.22950444659238073,0.2697223443187508,False,"[',', 'и', 'лица', ')', 'силы']","[',', 'и', ')', 'лица', 'свободы']",mask
3,7,2,3,на,2,7.25,0.2562448816721524,0,Этот,4,5.95,5.558008091512435,22.67420768737793,22.528358459472656,0.14584922790527344,0.02407381410671322,0.09852464985039978,0.07445083574368658,-0.012905813453607638,0.08851660296029158,0.10142241641389922,False,"[',', 'и', 'силы', 'на', ':']","[',', 'и', 'силы', ')', 'лица']",mask
4,7,2,3,на,2,7.25,0.2562448816721524,1,процесс,7,5.03,7.487205656426611,9.438132286071777,8.574261665344238,0.8638706207275391,0.03903422867498044,0.13998759610185504,0.1009533674268746,0.014727532541123816,0.12263136509729694,0.10790383255617313,False,"[',', 'и', 'силы', 'лица', ')']","[',', 'и', 'лица', ')', 'силы']",mask
5,7,2,3,на,2,7.25,0.2562448816721524,2,влияет,6,4.33,11.536058024950824,21.987485885620117,20.552690505981445,1.4347953796386719,0.04655801844088202,0.16030000948024845,0.11374199103936641,-0.014139410476442165,0.11037138038364697,0.12451079086008918,False,"[',', 'и', 'силы', 'лица', ')']","[',', 'и', 'лица', ')', 'силы']",mask
6,7,2,4,вкусовые,8,3.04,12.66535660583424,0,Этот,4,5.95,5.558008091512435,22.528358459472656,21.54344367980957,0.9849147796630859,0.13201744521848466,0.299885297949672,0.16786785273118732,-0.04746819346157144,0.1955926806598602,0.24306087412143165,False,"[',', 'и', 'лица', ':', 'на']","[',', 'и', 'силы', 'на', ':']",mask
7,7,2,4,вкусовые,8,3.04,12.66535660583424,1,процесс,7,5.03,7.487205656426611,8.574261665344238,7.656250476837158,0.9180111885070801,0.1488217460599041,0.32198251047384785,0.17316076441394385,-0.053103973552818644,0.19772221844010943,0.25082619199292805,False,"[',', 'и', 'лица', 'силы', 'то']","[',', 'и', 'силы', 'лица', ')']",mask
8,7,2,4,вкусовые,8,3.04,12.66535660583424,2,влияет,6,4.33,11.536058024950824,20.552690505981445,19.134784698486328,1.4179058074951172,0.18107148826026903,0.3264704306421876,0.1453989423819185,0.029025056044037132,0.2407672564137238,0.21174220036968658,False,"[',', 'и', 'лица', 'силы', ':']","[',', 'и', 'силы', 'лица', ')']",mask
9,7,2,4,вкусовые,8,3.04,12.66535660583424,3,на,2,7.25,0.2562448816721524,5.352785587310791,5.178965091705322,0.17382049560546875,0.12421388347773447,0.24914429366473653,0.12493041018700206,-0.11871830443711684,0.169934804931685,0.2886531093688019,False,"[',', 'и', 'лица', 'на', ':']","[',', 'и', 'лица', 'силы', 'на']",mask
